TRAIN_NUMBER,STATION_CODE,DIVISION_CODE,ZONE_CODE,PF_NUMBER
61620,JRK,JBP,WCR,3
11071,JTW,JBP,WCR,2
11072,JTW,JBP,WCR,1
11273,JTW,JBP,WCR,2
11274,JTW,JBP,WCR,1
12189,JTW,JBP,WCR,2
12190,JTW,JBP,WCR,1
13201,JTW,JBP,WCR,1
13202,JTW,JBP,WCR,2
15017,JTW,JBP,WCR,2
15018,JTW,JBP,WCR,1
15205,JTW,JBP,WCR,1
15206,JTW,JBP,WCR,2
08611,KHBJ,JBP,WCR,2
08612,KHBJ,JBP,WCR,1
11447,KHBJ,JBP,WCR,2
11448,KHBJ,JBP,WCR,1
11651,KHBJ,JBP,WCR,1
11652,KHBJ,JBP,WCR,1
22165,KHBJ,JBP,WCR,1
22166,KHBJ,JBP,WCR,1
22167,KHBJ,JBP,WCR,2
22168,KHBJ,JBP,WCR,1
11271,KKB,JBP,WCR,1
11272,KKB,JBP,WCR,2
11273,KKB,JBP,WCR,1
11274,KKB,JBP,WCR,2
11705,KMA,JBP,WCR,1
11706,KMA,JBP,WCR,3
02192,KMZ,JBP,WCR,4
08611,KMZ,JBP,WCR,3
08612,KMZ,JBP,WCR,2
09619,KMZ,JBP,WCR,2
09620,KMZ,JBP,WCR,3
11071,KMZ,JBP,WCR,1
11072,KMZ,JBP,WCR,1
11271,KMZ,JBP,WCR,5
11272,KMZ,JBP,WCR,5
11465,KMZ,JBP,WCR,5
11466,KMZ,JBP,WCR,5
11601,KMZ,JBP,WCR,1
11602,KMZ,JBP,WCR,1
11703,KMZ,JBP,WCR,1
11704,KMZ,JBP,WCR,1
12185,KMZ,JBP,WCR,1
12186,KMZ,JBP,WCR,1
13025,KMZ,JBP,WCR,4
13026,KMZ,JBP,WCR,1
15559,KMZ,JBP,WCR,2
15560,KMZ,JBP,WCR,1
18009,KMZ,JBP,WCR,4
18010,KMZ,JBP,WCR,1
18235,KMZ,JBP,WCR,1
18236,KMZ,JBP,WCR,2
18477,KMZ,JBP,WCR,4
18478,KMZ,JBP,WCR,1
19091,KMZ,JBP,WCR,1
19092,KMZ,JBP,WCR,4
19413,KMZ,JBP,WCR,2
19414,KMZ,JBP,WCR,4
19421,KMZ,JBP,WCR,1
19422,KMZ,JBP,WCR,2
19489,KMZ,JBP,WCR,1
19490,KMZ,JBP,WCR,4
19607,KMZ,JBP,WCR,4
19608,KMZ,JBP,WCR,1
20471,KMZ,JBP,WCR,3
20472,KMZ,JBP,WCR,4
20807,KMZ,JBP,WCR,2
20808,KMZ,JBP,WCR,1
20971,KMZ,JBP,WCR,2
20972,KMZ,JBP,WCR,4
22165,KMZ,JBP,WCR,1
22166,KMZ,JBP,WCR,2
22167,KMZ,JBP,WCR,4
22168,KMZ,JBP,WCR,1
22169,KMZ,JBP,WCR,1
22170,KMZ,JBP,WCR,4
22829,KMZ,JBP,WCR,3
22830,KMZ,JBP,WCR,4
22911,KMZ,JBP,WCR,1
22912,KMZ,JBP,WCR,1
61619,KMZ,JBP,WCR,2
61620,KMZ,JBP,WCR,3
01053,KTE,JBP,WCR,2
01054,KTE,JBP,WCR,3
01665,KTE,JBP,WCR,2
01666,KTE,JBP,WCR,3
02187,KTE,JBP,WCR,4
02188,KTE,JBP,WCR,2
03417,KTE,JBP,WCR,3
03679,KTE,JBP,WCR,4
03680,KTE,JBP,WCR,2
04115,KTE,JBP,WCR,3
04116,KTE,JBP,WCR,3
04151,KTE,JBP,WCR,3
04152,KTE,JBP,WCR,2
05289,KTE,JBP,WCR,3
05290,KTE,JBP,WCR,2
05293,KTE,JBP,WCR,3
05294,KTE,JBP,WCR,2
05557,KTE,JBP,WCR,5
05558,KTE,JBP,WCR,2
07007,KTE,JBP,WCR,2
07008,KTE,JBP,WCR,4
07021,KTE,JBP,WCR,2
07022,KTE,JBP,WCR,3
07419,KTE,JBP,WCR,3
07420,KTE,JBP,WCR,3
07651,KTE,JBP,WCR,2
07652,KTE,JBP,WCR,3
09025,KTE,JBP,WCR,2
09026,KTE,JBP,WCR,4
09031,KTE,JBP,WCR,2
09032,KTE,JBP,WCR,4
09033,KTE,JBP,WCR,2
09034,KTE,JBP,WCR,3
09045,KTE,JBP,WCR,2
09046,KTE,JBP,WCR,3
11033,KTE,JBP,WCR,2
11034,KTE,JBP,WCR,5
11037,KTE,JBP,WCR,2
11038,KTE,JBP,WCR,5
11045,KTE,JBP,WCR,2
11046,KTE,JBP,WCR,5
11061,KTE,JBP,WCR,2
11062,KTE,JBP,WCR,5
11081,KTE,JBP,WCR,2
11082,KTE,JBP,WCR,5
11273,KTE,JBP,WCR,2
11274,KTE,JBP,WCR,3
11427,KTE,JBP,WCR,2
11428,KTE,JBP,WCR,5
11601,KTE,JBP,WCR,2
11602,KTE,JBP,WCR,2
11705,KTE,JBP,WCR,2
11706,KTE,JBP,WCR,4
11753,KTE,JBP,WCR,2
11754,KTE,JBP,WCR,5
11755,KTE,JBP,WCR,2
11756,KTE,JBP,WCR,3
12149,KTE,JBP,WCR,2
12150,KTE,JBP,WCR,5
12165,KTE,JBP,WCR,2
12166,KTE,JBP,WCR,5
12167,KTE,JBP,WCR,2
12168,KTE,JBP,WCR,4
12189,KTE,JBP,WCR,2
12190,KTE,JBP,WCR,5
12295,KTE,JBP,WCR,2
12296,KTE,JBP,WCR,5
12321,KTE,JBP,WCR,4
12322,KTE,JBP,WCR,2
12335,KTE,JBP,WCR,5
12336,KTE,JBP,WCR,2
12361,KTE,JBP,WCR,5
12362,KTE,JBP,WCR,2
12389,KTE,JBP,WCR,5
12390,KTE,JBP,WCR,2
12520,KTE,JBP,WCR,5
12545,KTE,JBP,WCR,5
12546,KTE,JBP,WCR,2
12577,KTE,JBP,WCR,5
12669,KTE,JBP,WCR,2
12670,KTE,JBP,WCR,4
12741,KTE,JBP,WCR,2
12742,KTE,JBP,WCR,5
12791,KTE,JBP,WCR,2
12792,KTE,JBP,WCR,5
13201,KTE,JBP,WCR,5
13202,KTE,JBP,WCR,2
15017,KTE,JBP,WCR,2
15018,KTE,JBP,WCR,4
15181,KTE,JBP,WCR,4
15182,KTE,JBP,WCR,2
15205,KTE,JBP,WCR,5
15206,KTE,JBP,WCR,2
15267,KTE,JBP,WCR,5
15268,KTE,JBP,WCR,2
15647,KTE,JBP,WCR,2
15648,KTE,JBP,WCR,5
15945,KTE,JBP,WCR,2
15946,KTE,JBP,WCR,4
16367,KTE,JBP,WCR,2
16368,KTE,JBP,WCR,3
16601,KTE,JBP,WCR,1
16602,KTE,JBP,WCR,4
17323,KTE,JBP,WCR,2
17324,KTE,JBP,WCR,5
17609,KTE,JBP,WCR,5
17610,KTE,JBP,WCR,2
18247,KTE,JBP,WCR,4
18248,KTE,JBP,WCR,4
18609,KTE,JBP,WCR,5
18610,KTE,JBP,WCR,2
19045,KTE,JBP,WCR,2
19046,KTE,JBP,WCR,5
19051,KTE,JBP,WCR,2
19052,KTE,JBP,WCR,5
20152,KTE,JBP,WCR,5
20173,KTE,JBP,WCR,2
20174,KTE,JBP,WCR,5
20903,KTE,JBP,WCR,2
20904,KTE,JBP,WCR,5
20905,KTE,JBP,WCR,2
20906,KTE,JBP,WCR,5
20929,KTE,JBP,WCR,2
20930,KTE,JBP,WCR,3
20933,KTE,JBP,WCR,2
20934,KTE,JBP,WCR,5
22103,KTE,JBP,WCR,2
22104,KTE,JBP,WCR,5
22131,KTE,JBP,WCR,2
22132,KTE,JBP,WCR,5
22145,KTE,JBP,WCR,2
22146,KTE,JBP,WCR,3
22177,KTE,JBP,WCR,2
22178,KTE,JBP,WCR,5
22183,KTE,JBP,WCR,2
22184,KTE,JBP,WCR,5
22189,KTE,JBP,WCR,2
22190,KTE,JBP,WCR,5
22311,KTE,JBP,WCR,5
22312,KTE,JBP,WCR,5
22351,KTE,JBP,WCR,5
22353,KTE,JBP,WCR,5
22354,KTE,JBP,WCR,2
22535,KTE,JBP,WCR,2
22536,KTE,JBP,WCR,5
22553,KTE,JBP,WCR,5
22563,KTE,JBP,WCR,5
22564,KTE,JBP,WCR,2
22669,KTE,JBP,WCR,2
22670,KTE,JBP,WCR,5
22683,KTE,JBP,WCR,2
22684,KTE,JBP,WCR,5
22687,KTE,JBP,WCR,2
22688,KTE,JBP,WCR,5
22913,KTE,JBP,WCR,2
22914,KTE,JBP,WCR,5
22937,KTE,JBP,WCR,2
22938,KTE,JBP,WCR,5
22947,KTE,JBP,WCR,2
22948,KTE,JBP,WCR,5
22967,KTE,JBP,WCR,2
22968,KTE,JBP,WCR,5
22971,KTE,JBP,WCR,2
22972,KTE,JBP,WCR,5
68747,KTE,JBP,WCR,6
68748,KTE,JBP,WCR,3
11447,KTES,JBP,WCR,2
11448,KTES,JBP,WCR,2
11651,KTES,JBP,WCR,2
11652,KTES,JBP,WCR,2
18233,KTES,JBP,WCR,2
18234,KTES,JBP,WCR,2
20827,KTES,JBP,WCR,2
20828,KTES,JBP,WCR,2
22909,KTES,JBP,WCR,2
22910,KTES,JBP,WCR,2
11271,KY,JBP,WCR,2
11272,KY,JBP,WCR,1
11273,KY,JBP,WCR,2
11274,KY,JBP,WCR,1
12321,KY,JBP,WCR,1
12322,KY,JBP,WCR,2
13201,KY,JBP,WCR,1
13202,KY,JBP,WCR,2
15017,KY,JBP,WCR,2
15018,KY,JBP,WCR,1
18233,KY,JBP,WCR,2
18234,KY,JBP,WCR,1
11071,KYE,JBP,WCR,3
11072,KYE,JBP,WCR,1
11271,KYE,JBP,WCR,1
11272,KYE,JBP,WCR,3
11465,KYE,JBP,WCR,3
11466,KYE,JBP,WCR,1
11601,KYE,JBP,WCR,3
11602,KYE,JBP,WCR,1
11703,KYE,JBP,WCR,1
11704,KYE,JBP,WCR,3
12185,KYE,JBP,WCR,3
12186,KYE,JBP,WCR,1
13025,KYE,JBP,WCR,1
13026,KYE,JBP,WCR,3
18235,KYE,JBP,WCR,3
18236,KYE,JBP,WCR,1
18477,KYE,JBP,WCR,1
18478,KYE,JBP,WCR,3
20807,KYE,JBP,WCR,1
20808,KYE,JBP,WCR,3
22911,KYE,JBP,WCR,3
22912,KYE,JBP,WCR,1
61619,KYE,JBP,WCR,3
61620,KYE,JBP,WCR,1
11601,KYX,JBP,WCR,2
11602,KYX,JBP,WCR,1
61619,KYX,JBP,WCR,2
61620,KYX,JBP,WCR,1
11601,LDA,JBP,WCR,1
11602,LDA,JBP,WCR,2
18235,LDA,JBP,WCR,1
18236,LDA,JBP,WCR,2
61619,LDA,JBP,WCR,1
61620,LDA,JBP,WCR,2
11273,LGCE,JBP,WCR,2
11274,LGCE,JBP,WCR,1
11601,MAKR,JBP,WCR,1
11602,MAKR,JBP,WCR,2
18477,MAKR,JBP,WCR,2
18478,MAKR,JBP,WCR,1
20807,MAKR,JBP,WCR,5B
20808,MAKR,JBP,WCR,1
20971,MAKR,JBP,WCR,1
20972,MAKR,JBP,WCR,2
61619,MAKR,JBP,WCR,1
61620,MAKR,JBP,WCR,2
11651,MFQ,JBP,WCR,2
11652,MFQ,JBP,WCR,2
11071,MJG,JBP,WCR,2
11072,MJG,JBP,WCR,1
11273,MJG,JBP,WCR,3
11274,MJG,JBP,WCR,1
12189,MJG,JBP,WCR,2
12190,MJG,JBP,WCR,1
13201,MJG,JBP,WCR,1
13202,MJG,JBP,WCR,3
15205,MJG,JBP,WCR,1
15206,MJG,JBP,WCR,3
11273,MKD,JBP,WCR,2
11274,MKD,JBP,WCR,1
11271,MKRN,JBP,WCR,1
11272,MKRN,JBP,WCR,2
11601,MKRN,JBP,WCR,2
11602,MKRN,JBP,WCR,1
18235,MKRN,JBP,WCR,2
18236,MKRN,JBP,WCR,1
61619,MKRN,JBP,WCR,2
61620,MKRN,JBP,WCR,1
07007,MML,JBP,WCR,3
07021,MML,JBP,WCR,3
07022,MML,JBP,WCR,2
09025,MML,JBP,WCR,3
09026,MML,JBP,WCR,2
09031,MML,JBP,WCR,3
09032,MML,JBP,WCR,2
11271,MML,JBP,WCR,4
11272,MML,JBP,WCR,1
11273,MML,JBP,WCR,4
11274,MML,JBP,WCR,2
13201,MML,JBP,WCR,1
13202,MML,JBP,WCR,4
15017,MML,JBP,WCR,4
15018,MML,JBP,WCR,1
18233,MML,JBP,WCR,4
18234,MML,JBP,WCR,1
22177,MML,JBP,WCR,3
11447,MWJ,JBP,WCR,1
11448,MWJ,JBP,WCR,2
11651,MWJ,JBP,WCR,1
11652,MWJ,JBP,WCR,2
22165,MWJ,JBP,WCR,1
22166,MWJ,JBP,WCR,2
22167,MWJ,JBP,WCR,2
22168,MWJ,JBP,WCR,1
01666,MYR,JBP,WCR,2
02187,MYR,JBP,WCR,2
02188,MYR,JBP,WCR,1
02192,MYR,JBP,WCR,1
04115,MYR,JBP,WCR,2
04116,MYR,JBP,WCR,2
05289,MYR,JBP,WCR,2
07651,MYR,JBP,WCR,1
07652,MYR,JBP,WCR,1
09033,MYR,JBP,WCR,1
09034,MYR,JBP,WCR,2
11037,MYR,JBP,WCR,1
11038,MYR,JBP,WCR,2
11045,MYR,JBP,WCR,1
11046,MYR,JBP,WCR,2
11055,MYR,JBP,WCR,1
11056,MYR,JBP,WCR,2
11059,MYR,JBP,WCR,1
11060,MYR,JBP,WCR,2
11061,MYR,JBP,WCR,1
11062,MYR,JBP,WCR,2
11071,MYR,JBP,WCR,1
11072,MYR,JBP,WCR,1
11081,MYR,JBP,WCR,1
11082,MYR,JBP,WCR,2
11273,MYR,JBP,WCR,1
11274,MYR,JBP,WCR,1
11703,MYR,JBP,WCR,2
11704,MYR,JBP,WCR,1
11705,MYR,JBP,WCR,1
11706,MYR,JBP,WCR,3
11753,MYR,JBP,WCR,1
11754,MYR,JBP,WCR,2
11755,MYR,JBP,WCR,3
11756,MYR,JBP,WCR,2
12149,MYR,JBP,WCR,1
12150,MYR,JBP,WCR,2
12167,MYR,JBP,WCR,1
12168,MYR,JBP,WCR,2
12185,MYR,JBP,WCR,1
12186,MYR,JBP,WCR,2
12189,MYR,JBP,WCR,1
12190,MYR,JBP,WCR,2
12295,MYR,JBP,WCR,1
12296,MYR,JBP,WCR,2
12321,MYR,JBP,WCR,2
12322,MYR,JBP,WCR,1
12577,MYR,JBP,WCR,2
12578,MYR,JBP,WCR,1
12669,MYR,JBP,WCR,1
12670,MYR,JBP,WCR,2
12791,MYR,JBP,WCR,1
12792,MYR,JBP,WCR,3
13201,MYR,JBP,WCR,2
13202,MYR,JBP,WCR,1
15017,MYR,JBP,WCR,1
15018,MYR,JBP,WCR,2
15205,MYR,JBP,WCR,3
15206,MYR,JBP,WCR,1
15267,MYR,JBP,WCR,2
15268,MYR,JBP,WCR,1
15647,MYR,JBP,WCR,1
15648,MYR,JBP,WCR,2
16367,MYR,JBP,WCR,3
16368,MYR,JBP,WCR,2
16601,MYR,JBP,WCR,1
16602,MYR,JBP,WCR,2
17323,MYR,JBP,WCR,1
17324,MYR,JBP,WCR,2
17609,MYR,JBP,WCR,2
17610,MYR,JBP,WCR,1
18247,MYR,JBP,WCR,1
18248,MYR,JBP,WCR,2
18609,MYR,JBP,WCR,2
18610,MYR,JBP,WCR,1
19045,MYR,JBP,WCR,1
19046,MYR,JBP,WCR,2
19051,MYR,JBP,WCR,1
19052,MYR,JBP,WCR,3
19091,MYR,JBP,WCR,1
19092,MYR,JBP,WCR,2
19489,MYR,JBP,WCR,1
19490,MYR,JBP,WCR,2
20151,MYR,JBP,WCR,1
20152,MYR,JBP,WCR,2
20173,MYR,JBP,WCR,1
20174,MYR,JBP,WCR,2
20905,MYR,JBP,WCR,1
20906,MYR,JBP,WCR,2
22103,MYR,JBP,WCR,1
22104,MYR,JBP,WCR,2
22131,MYR,JBP,WCR,1
22132,MYR,JBP,WCR,2
22145,MYR,JBP,WCR,1
22146,MYR,JBP,WCR,2
22177,MYR,JBP,WCR,1
22178,MYR,JBP,WCR,2
22189,MYR,JBP,WCR,1
22190,MYR,JBP,WCR,2
22687,MYR,JBP,WCR,1
22688,MYR,JBP,WCR,3
22911,MYR,JBP,WCR,1
22912,MYR,JBP,WCR,2
22937,MYR,JBP,WCR,1
22938,MYR,JBP,WCR,2
22967,MYR,JBP,WCR,1
22968,MYR,JBP,WCR,2
22971,MYR,JBP,WCR,1
22972,MYR,JBP,WCR,2
11601,NOI,JBP,WCR,3
11602,NOI,JBP,WCR,2
18235,NOI,JBP,WCR,3
18236,NOI,JBP,WCR,2
61619,NOI,JBP,WCR,3
61620,NOI,JBP,WCR,2
01665,NU,JBP,WCR,1
01666,NU,JBP,WCR,2
02187,NU,JBP,WCR,2
02188,NU,JBP,WCR,1
03679,NU,JBP,WCR,2
03680,NU,JBP,WCR,1
05289,NU,JBP,WCR,2
07651,NU,JBP,WCR,1
07652,NU,JBP,WCR,2
09031,NU,JBP,WCR,1
09032,NU,JBP,WCR,2
09033,NU,JBP,WCR,1
09034,NU,JBP,WCR,2
09045,NU,JBP,WCR,1
09046,NU,JBP,WCR,2
11033,NU,JBP,WCR,1
11034,NU,JBP,WCR,2
11061,NU,JBP,WCR,1
11062,NU,JBP,WCR,2
11081,NU,JBP,WCR,1
11082,NU,JBP,WCR,2
11271,NU,JBP,WCR,1
11272,NU,JBP,WCR,1
11273,NU,JBP,WCR,1
11274,NU,JBP,WCR,2
12295,NU,JBP,WCR,1
12296,NU,JBP,WCR,2
12321,NU,JBP,WCR,2
12322,NU,JBP,WCR,1
12577,NU,JBP,WCR,2
12578,NU,JBP,WCR,1
13201,NU,JBP,WCR,2
13202,NU,JBP,WCR,1
15017,NU,JBP,WCR,1
15018,NU,JBP,WCR,2
17323,NU,JBP,WCR,1
17324,NU,JBP,WCR,2
18233,NU,JBP,WCR,1
18234,NU,JBP,WCR,2
18609,NU,JBP,WCR,2
18610,NU,JBP,WCR,1
20173,NU,JBP,WCR,1
20174,NU,JBP,WCR,2
20905,NU,JBP,WCR,1
20906,NU,JBP,WCR,2
22131,NU,JBP,WCR,1
22132,NU,JBP,WCR,2
22145,NU,JBP,WCR,1
22146,NU,JBP,WCR,2
22177,NU,JBP,WCR,1
22178,NU,JBP,WCR,2
22183,NU,JBP,WCR,1
22184,NU,JBP,WCR,2
22563,NU,JBP,WCR,2
22564,NU,JBP,WCR,1
22683,NU,JBP,WCR,1
22684,NU,JBP,WCR,2
22687,NU,JBP,WCR,1
22688,NU,JBP,WCR,2
22937,NU,JBP,WCR,1
22938,NU,JBP,WCR,2
22967,NU,JBP,WCR,1
22968,NU,JBP,WCR,2
22971,NU,JBP,WCR,1
22972,NU,JBP,WCR,2
11651,NWB,JBP,WCR,1
11652,NWB,JBP,WCR,2
11273,NWR,JBP,WCR,2
11274,NWR,JBP,WCR,1
11705,NWR,JBP,WCR,2
11706,NWR,JBP,WCR,1
18233,NWR,JBP,WCR,2
18234,NWR,JBP,WCR,1
11071,PHA,JBP,WCR,2
11072,PHA,JBP,WCR,1
11465,PHA,JBP,WCR,2
11466,PHA,JBP,WCR,1
11601,PHA,JBP,WCR,2
11602,PHA,JBP,WCR,1
11703,PHA,JBP,WCR,1
11704,PHA,JBP,WCR,2
12185,PHA,JBP,WCR,2
12186,PHA,JBP,WCR,1
13025,PHA,JBP,WCR,1
13026,PHA,JBP,WCR,2
18235,PHA,JBP,WCR,2
18236,PHA,JBP,WCR,1
18477,PHA,JBP,WCR,1
18478,PHA,JBP,WCR,2
22911,PHA,JBP,WCR,2
22912,PHA,JBP,WCR,1
61619,PHA,JBP,WCR,2
61620,PHA,JBP,WCR,1
11273,PKRD,JBP,WCR,1
11274,PKRD,JBP,WCR,2
11705,PKRD,JBP,WCR,1
11706,PKRD,JBP,WCR,2
01665,PPI,JBP,WCR,1
01666,PPI,JBP,WCR,2
02187,PPI,JBP,WCR,4
02188,PPI,JBP,WCR,1
03380,PPI,JBP,WCR,1
03679,PPI,JBP,WCR,2
03680,PPI,JBP,WCR,1
04115,PPI,JBP,WCR,2
04116,PPI,JBP,WCR,1
05289,PPI,JBP,WCR,2
05290,PPI,JBP,WCR,1
05293,PPI,JBP,WCR,2
05294,PPI,JBP,WCR,1
06563,PPI,JBP,WCR,1
06564,PPI,JBP,WCR,2
07021,PPI,JBP,WCR,1
07022,PPI,JBP,WCR,2
07419,PPI,JBP,WCR,1
07420,PPI,JBP,WCR,2
07651,PPI,JBP,WCR,1
07652,PPI,JBP,WCR,2
09031,PPI,JBP,WCR,1
09032,PPI,JBP,WCR,2
09033,PPI,JBP,WCR,1
09034,PPI,JBP,WCR,2
09045,PPI,JBP,WCR,1
11033,PPI,JBP,WCR,1
11034,PPI,JBP,WCR,2
11061,PPI,JBP,WCR,1
11062,PPI,JBP,WCR,2
11081,PPI,JBP,WCR,1
11082,PPI,JBP,WCR,2
11271,PPI,JBP,WCR,1
11272,PPI,JBP,WCR,3
11273,PPI,JBP,WCR,1
11274,PPI,JBP,WCR,3
12295,PPI,JBP,WCR,1
12296,PPI,JBP,WCR,2
12321,PPI,JBP,WCR,2
12322,PPI,JBP,WCR,1
12335,PPI,JBP,WCR,2
12336,PPI,JBP,WCR,1
12577,PPI,JBP,WCR,2
12578,PPI,JBP,WCR,1
12669,PPI,JBP,WCR,1
12670,PPI,JBP,WCR,2
13201,PPI,JBP,WCR,2
13202,PPI,JBP,WCR,1
15017,PPI,JBP,WCR,1
15018,PPI,JBP,WCR,2
15267,PPI,JBP,WCR,2
15268,PPI,JBP,WCR,1
15647,PPI,JBP,WCR,1
15648,PPI,JBP,WCR,2
15946,PPI,JBP,WCR,2
16601,PPI,JBP,WCR,1
16602,PPI,JBP,WCR,2
17323,PPI,JBP,WCR,1
17324,PPI,JBP,WCR,2
18233,PPI,JBP,WCR,1
18234,PPI,JBP,WCR,2
18609,PPI,JBP,WCR,2
18610,PPI,JBP,WCR,1
19045,PPI,JBP,WCR,1
19046,PPI,JBP,WCR,2
20173,PPI,JBP,WCR,1
20174,PPI,JBP,WCR,2
20905,PPI,JBP,WCR,1
20906,PPI,JBP,WCR,2
20933,PPI,JBP,WCR,1
20934,PPI,JBP,WCR,2
22131,PPI,JBP,WCR,1
22132,PPI,JBP,WCR,2
22145,PPI,JBP,WCR,1
22146,PPI,JBP,WCR,2
22177,PPI,JBP,WCR,1
22178,PPI,JBP,WCR,2
22183,PPI,JBP,WCR,1
22184,PPI,JBP,WCR,2
22311,PPI,JBP,WCR,2
22312,PPI,JBP,WCR,1
22353,PPI,JBP,WCR,2
22354,PPI,JBP,WCR,1
22563,PPI,JBP,WCR,2
22564,PPI,JBP,WCR,1
22683,PPI,JBP,WCR,1
22684,PPI,JBP,WCR,2
22687,PPI,JBP,WCR,1
22688,PPI,JBP,WCR,2
22909,PPI,JBP,WCR,1
22910,PPI,JBP,WCR,2
22937,PPI,JBP,WCR,1
22938,PPI,JBP,WCR,2
22947,PPI,JBP,WCR,1
22948,PPI,JBP,WCR,2
22967,PPI,JBP,WCR,1
22968,PPI,JBP,WCR,2
11601,PTHD,JBP,WCR,2
11602,PTHD,JBP,WCR,1
61619,PTHD,JBP,WCR,2
61620,PTHD,JBP,WCR,1
11273,PTWA,JBP,WCR,2
11274,PTWA,JBP,WCR,1
11705,PTWA,JBP,WCR,2
11706,PTWA,JBP,WCR,1
11271,REI,JBP,WCR,2
11272,REI,JBP,WCR,1
11601,REI,JBP,WCR,1
11602,REI,JBP,WCR,2
18235,REI,JBP,WCR,1
18236,REI,JBP,WCR,2
61619,REI,JBP,WCR,1
61620,REI,JBP,WCR,1
02187,REWA,JBP,WCR,3
02188,REWA,JBP,WCR,2
11703,REWA,JBP,WCR,4
11704,REWA,JBP,WCR,3
11705,REWA,JBP,WCR,2
11706,REWA,JBP,WCR,2
11753,REWA,JBP,WCR,2
11754,REWA,JBP,WCR,1
11755,REWA,JBP,WCR,2
11756,REWA,JBP,WCR,1
12185,REWA,JBP,WCR,1
12186,REWA,JBP,WCR,1
18247,REWA,JBP,WCR,1
18248,REWA,JBP,WCR,1
20151,REWA,JBP,WCR,5
20152,REWA,JBP,WCR,2
20152,REWA,JBP,WCR,5
20173,REWA,JBP,WCR,2
20174,REWA,JBP,WCR,1
20905,REWA,JBP,WCR,2
20906,REWA,JBP,WCR,2
22145,REWA,JBP,WCR,5
22146,REWA,JBP,WCR,5
22189,REWA,JBP,WCR,2
22190,REWA,JBP,WCR,1
22937,REWA,JBP,WCR,2
22938,REWA,JBP,WCR,2
11601,RTGN,JBP,WCR,1
11602,RTGN,JBP,WCR,2
61619,RTGN,JBP,WCR,2
61620,RTGN,JBP,WCR,1
11601,RTZ,JBP,WCR,1
11602,RTZ,JBP,WCR,2
61619,RTZ,JBP,WCR,1
61620,RTZ,JBP,WCR,2
11273,SAGM,JBP,WCR,1
11274,SAGM,JBP,WCR,2
11601,SAO,JBP,WCR,4
11602,SAO,JBP,WCR,2
18235,SAO,JBP,WCR,4
18236,SAO,JBP,WCR,2
61619,SAO,JBP,WCR,5
61620,SAO,JBP,WCR,2
11271,SBD,JBP,WCR,1
11272,SBD,JBP,WCR,2
11273,SBD,JBP,WCR,1
11274,SBD,JBP,WCR,2
11705,SBD,JBP,WCR,1
11706,SBD,JBP,WCR,2
18233,SBD,JBP,WCR,1
18234,SBD,JBP,WCR,2
22189,SBD,JBP,WCR,1
22190,SBD,JBP,WCR,2
11271,SCKR,JBP,WCR,2
11272,SCKR,JBP,WCR,1
11273,SCKR,JBP,WCR,2
11274,SCKR,JBP,WCR,1
13201,SCKR,JBP,WCR,1
13202,SCKR,JBP,WCR,2
18233,SCKR,JBP,WCR,2
18234,SCKR,JBP,WCR,1
11447,SGAM,JBP,WCR,1
11448,SGAM,JBP,WCR,1
11651,SGAM,JBP,WCR,1
11652,SGAM,JBP,WCR,1
22165,SGAM,JBP,WCR,1
22166,SGAM,JBP,WCR,1
22167,SGAM,JBP,WCR,1
22168,SGAM,JBP,WCR,1
02192,SGO,JBP,WCR,2
08611,SGO,JBP,WCR,2
08612,SGO,JBP,WCR,1
09619,SGO,JBP,WCR,2
09620,SGO,JBP,WCR,2
11071,SGO,JBP,WCR,1
11072,SGO,JBP,WCR,2
11271,SGO,JBP,WCR,2
11272,SGO,JBP,WCR,1
11465,SGO,JBP,WCR,1
11466,SGO,JBP,WCR,2
11601,SGO,JBP,WCR,1
11602,SGO,JBP,WCR,2
11703,SGO,JBP,WCR,2
11704,SGO,JBP,WCR,1
12185,SGO,JBP,WCR,1
12186,SGO,JBP,WCR,2
13025,SGO,JBP,WCR,2
13026,SGO,JBP,WCR,1
15559,SGO,JBP,WCR,2
15560,SGO,JBP,WCR,1
18009,SGO,JBP,WCR,2
18010,SGO,JBP,WCR,1
18235,SGO,JBP,WCR,1
18236,SGO,JBP,WCR,2
18477,SGO,JBP,WCR,2
18478,SGO,JBP,WCR,1
19091,SGO,JBP,WCR,1
19092,SGO,JBP,WCR,2
19413,SGO,JBP,WCR,1
19414,SGO,JBP,WCR,2
19421,SGO,JBP,WCR,1
19422,SGO,JBP,WCR,2
19489,SGO,JBP,WCR,1
19490,SGO,JBP,WCR,2
19607,SGO,JBP,WCR,2
19608,SGO,JBP,WCR,1
20471,SGO,JBP,WCR,1
20472,SGO,JBP,WCR,2
20807,SGO,JBP,WCR,2
20808,SGO,JBP,WCR,1
20971,SGO,JBP,WCR,1
20972,SGO,JBP,WCR,2
22165,SGO,JBP,WCR,1
22166,SGO,JBP,WCR,2
22167,SGO,JBP,WCR,2
22168,SGO,JBP,WCR,1
22169,SGO,JBP,WCR,1
22170,SGO,JBP,WCR,2
22829,SGO,JBP,WCR,1
22830,SGO,JBP,WCR,2
22911,SGO,JBP,WCR,1
22912,SGO,JBP,WCR,2
61619,SGO,JBP,WCR,1
61620,SGO,JBP,WCR,2
11271,SGP,JBP,WCR,1
11272,SGP,JBP,WCR,2
11273,SGP,JBP,WCR,1
